#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;01/01/2000
#Version;01.002-02.430-03.730
#Serial No.;100329

#Mode;Unlimited
#Logging Interval[s];0.1
#Specified Logging Count;-----
#Specified Logging Time[s];-----

#Start Time;00:01:39
#Stop Time;00:09:00

#Actual Count;4419

URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp;Time
237.33;1.249;1.60E+02;49.957;300;20;2.97E+02;2.50E+02;0.539;1.84;03:53.2;134.2
237.34;1.245;1.59E+02;49.956;300;20;2.96E+02;2.49E+02;0.539;1.88;03:53.3;134.3
237.35;1.248;1.60E+02;49.956;300;20;2.96E+02;2.49E+02;0.54;1.86;03:53.4;134.4
237.27;1.236;1.58E+02;49.956;300;20;2.93E+02;2.47E+02;0.538;1.89;03:53.5;134.5
237.3;1.268;1.62E+02;49.955;300;20;3.01E+02;2.53E+02;0.539;1.88;03:53.6;134.6
237.36;1.245;1.59E+02;49.957;300;20;2.95E+02;2.49E+02;0.539;1.85;03:53.7;134.7
237.32;1.253;1.61E+02;49.955;300;20;2.98E+02;2.50E+02;0.541;1.91;03:53.8;134.8
237.33;1.248;1.60E+02;49.954;300;20;2.96E+02;2.49E+02;0.54;1.85;03:53.9;134.9
237.33;1.249;1.60E+02;49.954;300;20;2.96E+02;2.50E+02;0.538;1.89;03:54.0;135
237.33;1.242;1.59E+02;49.953;300;20;2.95E+02;2.48E+02;0.539;1.88;03:54.1;135.1
237.26;1.239;1.58E+02;49.953;300;20;2.94E+02;2.48E+02;0.538;1.85;03:54.2;135.2
237.22;1.223;1.57E+02;49.954;300;20;2.90E+02;2.44E+02;0.539;1.93;03:54.3;135.3
237.26;1.265;1.62E+02;49.953;300;20;3.00E+02;2.53E+02;0.539;1.86;03:54.4;135.4
237.29;1.252;1.61E+02;49.954;300;20;2.97E+02;2.50E+02;0.54;1.85;03:54.5;135.5
237.36;0.859;1.10E+02;49.954;300;20;2.04E+02;1.72E+02;0.541;1.84;03:54.6;135.6
237.38;0.768;9.89E+01;49.954;300;20;1.82E+02;1.53E+02;0.542;1.8;03:54.7;135.7
237.37;0.759;9.77E+01;49.954;300;20;1.80E+02;1.52E+02;0.542;1.87;03:54.8;135.8
237.41;0.756;9.74E+01;49.955;300;20;1.80E+02;1.51E+02;0.543;1.81;03:54.9;135.9
237.36;0.738;9.49E+01;49.954;300;20;1.75E+02;1.47E+02;0.541;1.81;03:55.0;136
237.35;0.758;9.76E+01;49.954;300;20;1.80E+02;1.51E+02;0.542;1.84;03:55.1;136.1
237.38;0.741;9.53E+01;49.954;300;20;1.76E+02;1.48E+02;0.542;1.81;03:55.2;136.2
237.35;0.737;9.47E+01;49.953;300;20;1.75E+02;1.47E+02;0.541;1.83;03:55.3;136.3
237.36;0.745;9.60E+01;49.953;300;20;1.77E+02;1.48E+02;0.543;1.81;03:55.4;136.4
237.35;0.745;9.58E+01;49.953;300;20;1.77E+02;1.49E+02;0.542;1.79;03:55.5;136.5
237.3;0.728;9.37E+01;49.951;300;20;1.73E+02;1.45E+02;0.542;1.87;03:55.6;136.6
237.39;0.768;9.89E+01;49.952;300;20;1.82E+02;1.53E+02;0.543;1.79;03:55.7;136.7
237.29;1.097;1.38E+02;49.953;300;20;2.60E+02;2.20E+02;0.532;1.85;03:55.8;136.8
237.29;1.265;1.62E+02;49.952;300;20;3.00E+02;2.53E+02;0.538;1.85;03:55.9;136.9
237.31;1.226;1.57E+02;49.952;300;20;2.91E+02;2.45E+02;0.538;1.83;03:56.0;137
237.29;1.202;1.53E+02;49.953;300;20;2.85E+02;2.40E+02;0.538;1.9;03:56.1;137.1
237.32;1.226;1.57E+02;49.952;300;20;2.91E+02;2.45E+02;0.539;1.83;03:56.2;137.2
237.21;1.194;1.52E+02;49.952;300;20;2.83E+02;2.39E+02;0.537;1.86;03:56.3;137.3
237.26;1.259;1.61E+02;49.953;300;20;2.99E+02;2.51E+02;0.54;1.84;03:56.4;137.4
237.33;1.221;1.56E+02;49.953;300;20;2.90E+02;2.44E+02;0.539;1.83;03:56.5;137.5
237.31;1.239;1.59E+02;49.953;300;20;2.94E+02;2.48E+02;0.54;1.88;03:56.6;137.6
237.37;1.229;1.58E+02;49.952;300;20;2.92E+02;2.46E+02;0.54;1.84;03:56.7;137.7
237.37;1.224;1.57E+02;49.951;300;20;2.91E+02;2.45E+02;0.539;1.82;03:56.8;137.8
237.33;1.213;1.55E+02;49.951;300;20;2.88E+02;2.42E+02;0.54;1.87;03:56.9;137.9
237.37;1.226;1.57E+02;49.951;300;20;2.91E+02;2.45E+02;0.539;1.83;03:57.0;138
237.33;1.217;1.56E+02;49.95;300;20;2.89E+02;2.43E+02;0.539;1.9;03:57.1;138.1
237.34;1.234;1.58E+02;49.95;300;20;2.93E+02;2.47E+02;0.539;1.85;03:57.2;138.2
237.35;1.228;1.57E+02;49.95;300;20;2.92E+02;2.45E+02;0.54;1.83;03:57.3;138.3
237.34;1.235;1.58E+02;49.95;300;20;2.93E+02;2.47E+02;0.54;1.89;03:57.4;138.4
237.36;1.228;1.57E+02;49.949;300;20;2.92E+02;2.46E+02;0.539;1.83;03:57.5;138.5
237.29;1.203;1.54E+02;49.948;300;20;2.86E+02;2.41E+02;0.539;1.87;03:57.6;138.6
237.38;1.247;1.60E+02;49.949;300;20;2.96E+02;2.49E+02;0.54;1.86;03:57.7;138.7
237.35;1.219;1.56E+02;49.949;300;20;2.89E+02;2.44E+02;0.539;1.84;03:57.8;138.8
237.4;1.139;1.46E+02;49.949;300;20;2.70E+02;2.28E+02;0.538;1.88;03:57.9;138.9
237.46;0.79;1.02E+02;49.949;300;20;1.88E+02;1.58E+02;0.542;1.81;03:58.0;139
237.41;1.007;1.27E+02;49.949;300;20;2.39E+02;2.03E+02;0.53;1.9;03:58.1;139.1
237.35;1.227;1.57E+02;49.95;300;20;2.91E+02;2.45E+02;0.539;1.86;03:58.2;139.2
237.26;1.208;1.54E+02;49.95;300;20;2.87E+02;2.42E+02;0.538;1.84;03:58.3;139.3
237.31;1.248;1.60E+02;49.95;300;20;2.96E+02;2.49E+02;0.54;1.91;03:58.4;139.4
237.35;1.23;1.57E+02;49.95;300;20;2.92E+02;2.46E+02;0.539;1.86;03:58.5;139.5
237.34;1.218;1.56E+02;49.95;300;20;2.89E+02;2.44E+02;0.538;1.9;03:58.6;139.6
237.36;1.232;1.58E+02;49.951;300;20;2.92E+02;2.46E+02;0.539;1.87;03:58.7;139.7
237.34;1.237;1.58E+02;49.951;300;20;2.94E+02;2.47E+02;0.539;1.85;03:58.8;139.8
237.34;1.215;1.55E+02;49.95;300;20;2.88E+02;2.43E+02;0.539;1.93;03:58.9;139.9
237.3;1.216;1.56E+02;49.95;300;20;2.89E+02;2.43E+02;0.54;1.85;03:59.0;140
237.28;1.207;1.54E+02;49.951;300;20;2.87E+02;2.41E+02;0.539;1.84;03:59.1;140.1
237.26;1.218;1.56E+02;49.95;300;20;2.89E+02;2.43E+02;0.54;1.87;03:59.2;140.2
237.28;1.22;1.56E+02;49.948;300;20;2.89E+02;2.44E+02;0.54;1.85;03:59.3;140.3
237.29;1.225;1.57E+02;49.948;300;20;2.91E+02;2.45E+02;0.54;1.92;03:59.4;140.4
237.29;1.216;1.56E+02;49.947;300;20;2.89E+02;2.43E+02;0.539;1.87;03:59.5;140.5
237.25;1.222;1.56E+02;49.947;300;20;2.90E+02;2.44E+02;0.539;1.84;03:59.6;140.6
237.29;1.23;1.57E+02;49.946;300;20;2.92E+02;2.46E+02;0.539;1.88;03:59.7;140.7
237.31;1.24;1.59E+02;49.945;300;20;2.94E+02;2.48E+02;0.539;1.85;03:59.8;140.8
237.27;1.227;1.57E+02;49.945;300;20;2.91E+02;2.45E+02;0.539;1.86;03:59.9;140.9
237.27;1.24;1.59E+02;49.946;300;20;2.94E+02;2.48E+02;0.539;1.86;04:00.0;141
237.28;1.251;1.60E+02;49.945;300;20;2.97E+02;2.50E+02;0.539;1.84;04:00.1;141.1
237.35;0.864;1.11E+02;49.946;300;20;2.05E+02;1.73E+02;0.539;1.85;04:00.2;141.2
237.28;0.762;9.77E+01;49.947;300;20;1.81E+02;1.52E+02;0.541;1.83;04:00.3;141.3
237.34;0.774;9.94E+01;49.947;300;20;1.84E+02;1.55E+02;0.541;1.87;04:00.4;141.4
237.36;0.756;9.72E+01;49.948;300;20;1.80E+02;1.51E+02;0.541;1.84;04:00.5;141.5
237.37;0.748;9.61E+01;49.948;300;20;1.78E+02;1.49E+02;0.541;1.8;04:00.6;141.6
237.37;0.745;9.57E+01;49.948;300;20;1.77E+02;1.49E+02;0.541;1.87;04:00.7;141.7
237.43;0.754;9.71E+01;49.95;300;20;1.79E+02;1.50E+02;0.543;1.81;04:00.8;141.8
237.44;0.742;9.54E+01;49.95;300;20;1.76E+02;1.48E+02;0.541;1.87;04:00.9;141.9
237.44;0.748;9.63E+01;49.949;300;20;1.78E+02;1.49E+02;0.542;1.82;04:01.0;142
237.42;0.75;9.63E+01;49.95;300;20;1.78E+02;1.50E+02;0.54;1.82;04:01.1;142.1
237.4;0.748;9.59E+01;49.949;300;20;1.78E+02;1.50E+02;0.54;1.81;04:01.2;142.2
237.4;0.751;9.62E+01;49.949;300;20;1.78E+02;1.50E+02;0.54;1.83;04:01.3;142.3
237.29;1.182;1.49E+02;49.948;300;20;2.81E+02;2.38E+02;0.532;1.83;04:01.4;142.4
237.29;1.243;1.59E+02;49.948;300;20;2.95E+02;2.49E+02;0.537;1.85;04:01.5;142.5
237.26;1.233;1.57E+02;49.948;300;20;2.93E+02;2.47E+02;0.537;1.84;04:01.6;142.6
237.32;1.215;1.55E+02;49.948;300;20;2.88E+02;2.43E+02;0.536;1.9;04:01.7;142.7
237.3;1.234;1.58E+02;49.948;300;20;2.93E+02;2.47E+02;0.538;1.83;04:01.8;142.8
237.32;1.215;1.55E+02;49.948;300;20;2.88E+02;2.43E+02;0.537;1.82;04:01.9;142.9
237.27;1.221;1.56E+02;49.948;300;20;2.90E+02;2.44E+02;0.537;1.86;04:02.0;143
237.36;1.24;1.58E+02;49.947;300;20;2.94E+02;2.48E+02;0.538;1.83;04:02.1;143.1
237.32;1.222;1.56E+02;49.948;300;20;2.90E+02;2.45E+02;0.537;1.86;04:02.2;143.2
237.21;1.189;1.52E+02;49.947;300;20;2.82E+02;2.38E+02;0.538;1.84;04:02.3;143.3
237.26;1.235;1.58E+02;49.949;300;20;2.93E+02;2.47E+02;0.538;1.82;04:02.4;143.4
237.28;1.217;1.55E+02;49.949;300;20;2.89E+02;2.43E+02;0.538;1.83;04:02.5;143.5
237.28;1.233;1.58E+02;49.95;300;20;2.93E+02;2.47E+02;0.538;1.83;04:02.6;143.6
237.33;1.209;1.55E+02;49.951;300;20;2.87E+02;2.42E+02;0.539;1.83;04:02.7;143.7
237.25;1.211;1.55E+02;49.951;300;20;2.87E+02;2.42E+02;0.539;1.84;04:02.8;143.8
237.28;1.23;1.57E+02;49.951;300;20;2.92E+02;2.46E+02;0.539;1.82;04:02.9;143.9
237.25;1.22;1.56E+02;49.952;300;20;2.90E+02;2.44E+02;0.538;1.86;04:03.0;144
237.13;1.217;1.55E+02;49.952;300;20;2.89E+02;2.43E+02;0.538;1.82;04:03.1;144.1
237.12;1.217;1.56E+02;49.952;300;20;2.89E+02;2.43E+02;0.539;1.87;04:03.2;144.2
237.12;1.228;1.57E+02;49.954;300;20;2.91E+02;2.45E+02;0.538;1.84;04:03.3;144.3
237.14;1.222;1.56E+02;49.954;300;20;2.90E+02;2.44E+02;0.538;1.81;04:03.4;144.4
237.16;1.074;1.36E+02;49.955;300;20;2.55E+02;2.15E+02;0.534;1.88;04:03.5;144.5
237.19;0.791;1.02E+02;49.954;300;20;1.88E+02;1.58E+02;0.542;1.81;04:03.6;144.6
237.3;1.167;1.48E+02;49.953;300;20;2.77E+02;2.34E+02;0.534;1.84;04:03.7;144.7
237.23;1.242;1.59E+02;49.954;300;20;2.95E+02;2.48E+02;0.538;1.87;04:03.8;144.8
237.24;1.235;1.58E+02;49.954;300;20;2.93E+02;2.47E+02;0.538;1.83;04:03.9;144.9
237.24;1.235;1.58E+02;49.953;300;20;2.93E+02;2.47E+02;0.539;1.89;04:04.0;145
237.27;1.239;1.58E+02;49.953;300;20;2.94E+02;2.48E+02;0.538;1.84;04:04.1;145.1
237.27;1.238;1.58E+02;49.953;300;20;2.94E+02;2.48E+02;0.538;1.83;04:04.2;145.2
237.13;1.21;1.54E+02;49.953;300;20;2.87E+02;2.42E+02;0.537;1.85;04:04.3;145.3
237.2;1.249;1.60E+02;49.953;300;20;2.96E+02;2.50E+02;0.539;1.81;04:04.4;145.4
237.22;1.216;1.55E+02;49.952;300;20;2.88E+02;2.43E+02;0.538;1.85;04:04.5;145.5
237.23;1.255;1.60E+02;49.952;300;20;2.98E+02;2.51E+02;0.539;1.84;04:04.6;145.6
237.22;1.201;1.53E+02;49.951;300;20;2.85E+02;2.40E+02;0.538;1.82;04:04.7;145.7
237.16;1.23;1.57E+02;49.951;300;20;2.92E+02;2.46E+02;0.538;1.88;04:04.8;145.8
237.22;1.24;1.59E+02;49.95;300;20;2.94E+02;2.48E+02;0.539;1.82;04:04.9;145.9
237.24;1.22;1.56E+02;49.951;300;20;2.89E+02;2.44E+02;0.538;1.83;04:05.0;146
237.18;1.227;1.57E+02;49.951;300;20;2.91E+02;2.45E+02;0.538;1.85;04:05.1;146.1
237.19;1.25;1.59E+02;49.952;300;20;2.97E+02;2.50E+02;0.537;1.82;04:05.2;146.2
237.16;1.228;1.56E+02;49.95;300;20;2.91E+02;2.46E+02;0.536;1.88;04:05.3;146.3
237.19;1.242;1.58E+02;49.951;300;20;2.95E+02;2.48E+02;0.538;1.85;04:05.4;146.4
237.16;1.228;1.56E+02;49.951;300;20;2.91E+02;2.46E+02;0.537;1.87;04:05.5;146.5
237.18;1.25;1.59E+02;49.951;300;20;2.97E+02;2.50E+02;0.537;1.86;04:05.6;146.6
237.22;1.258;1.60E+02;49.952;300;20;2.98E+02;2.52E+02;0.537;1.82;04:05.7;146.7
237.31;0.809;1.04E+02;49.953;300;20;1.92E+02;1.62E+02;0.54;1.8;04:05.8;146.8
237.34;0.786;1.01E+02;49.954;300;20;1.87E+02;1.57E+02;0.54;1.81;04:05.9;146.9
237.35;0.761;9.76E+01;49.954;300;20;1.81E+02;1.52E+02;0.541;1.8;04:06.0;147
237.37;0.749;9.59E+01;49.953;300;20;1.78E+02;1.50E+02;0.54;1.81;04:06.1;147.1
237.33;0.746;9.57E+01;49.952;300;20;1.77E+02;1.49E+02;0.541;1.79;04:06.2;147.2
237.31;0.743;9.53E+01;49.952;300;20;1.76E+02;1.48E+02;0.541;1.81;04:06.3;147.3
237.33;0.749;9.63E+01;49.952;300;20;1.78E+02;1.49E+02;0.542;1.82;04:06.4;147.4
237.37;0.752;9.65E+01;49.952;300;20;1.78E+02;1.50E+02;0.541;1.81;04:06.5;147.5
237.36;0.754;9.71E+01;49.952;300;20;1.79E+02;1.51E+02;0.542;1.85;04:06.6;147.6
237.4;0.758;9.72E+01;49.951;300;20;1.80E+02;1.52E+02;0.54;1.8;04:06.7;147.7
237.39;0.742;9.51E+01;49.95;300;20;1.76E+02;1.48E+02;0.54;1.84;04:06.8;147.8
237.41;0.746;9.58E+01;49.949;300;20;1.77E+02;1.49E+02;0.541;1.84;04:06.9;147.9
237.33;1.263;1.61E+02;49.95;300;20;3.00E+02;2.53E+02;0.537;1.84;04:07.0;148
237.33;1.224;1.56E+02;49.951;300;20;2.90E+02;2.45E+02;0.537;1.89;04:07.1;148.1
237.34;1.228;1.57E+02;49.95;300;20;2.92E+02;2.46E+02;0.537;1.84;04:07.2;148.2
237.34;1.214;1.55E+02;49.95;300;20;2.88E+02;2.43E+02;0.537;1.9;04:07.3;148.3
237.3;1.233;1.57E+02;49.949;300;20;2.93E+02;2.47E+02;0.537;1.87;04:07.4;148.4
237.3;1.212;1.55E+02;49.948;300;20;2.88E+02;2.42E+02;0.538;1.83;04:07.5;148.5
237.26;1.217;1.55E+02;49.947;300;20;2.89E+02;2.44E+02;0.538;1.89;04:07.6;148.6
237.29;1.225;1.56E+02;49.947;300;20;2.91E+02;2.45E+02;0.538;1.84;04:07.7;148.7
237.31;1.216;1.55E+02;49.947;300;20;2.89E+02;2.43E+02;0.538;1.87;04:07.8;148.8
237.3;1.226;1.57E+02;49.946;300;20;2.91E+02;2.45E+02;0.539;1.87;04:07.9;148.9
237.33;1.218;1.56E+02;49.944;300;20;2.89E+02;2.43E+02;0.539;1.84;04:08.0;149
237.28;1.212;1.55E+02;49.943;300;20;2.88E+02;2.43E+02;0.537;1.91;04:08.1;149.1
237.26;1.223;1.56E+02;49.943;300;20;2.90E+02;2.45E+02;0.538;1.85;04:08.2;149.2
237.27;1.206;1.54E+02;49.943;300;20;2.86E+02;2.41E+02;0.538;1.84;04:08.3;149.3
237.25;1.212;1.55E+02;49.943;300;20;2.88E+02;2.42E+02;0.538;1.87;04:08.4;149.4
237.28;1.226;1.56E+02;49.942;300;20;2.91E+02;2.45E+02;0.538;1.85;04:08.5;149.5
237.27;1.227;1.56E+02;49.942;300;20;2.91E+02;2.46E+02;0.537;1.89;04:08.6;149.6
237.31;1.235;1.58E+02;49.942;300;20;2.93E+02;2.47E+02;0.537;1.87;04:08.7;149.7
237.26;1.218;1.55E+02;49.941;300;20;2.89E+02;2.44E+02;0.537;1.85;04:08.8;149.8
237.27;1.235;1.57E+02;49.941;300;20;2.93E+02;2.47E+02;0.537;1.89;04:08.9;149.9
237.3;1.223;1.56E+02;49.941;300;20;2.90E+02;2.45E+02;0.538;1.85;04:09.0;150
237.31;0.851;1.08E+02;49.941;300;20;2.02E+02;1.70E+02;0.536;1.83;04:09.1;150.1
237.36;0.962;1.20E+02;49.942;300;20;2.28E+02;1.94E+02;0.527;1.84;04:09.2;150.2
237.28;1.259;1.60E+02;49.942;300;20;2.99E+02;2.52E+02;0.537;1.83;04:09.3;150.3
237.26;1.252;1.60E+02;49.941;300;20;2.97E+02;2.51E+02;0.538;1.9;04:09.4;150.4
237.23;1.236;1.58E+02;49.941;300;20;2.93E+02;2.47E+02;0.538;1.84;04:09.5;150.5
237.22;1.233;1.57E+02;49.94;300;20;2.93E+02;2.47E+02;0.537;1.87;04:09.6;150.6
237.23;1.242;1.59E+02;49.94;300;20;2.95E+02;2.49E+02;0.538;1.86;04:09.7;150.7
237.24;1.241;1.58E+02;49.94;300;20;2.94E+02;2.48E+02;0.538;1.83;04:09.8;150.8
237.23;1.239;1.58E+02;49.941;300;20;2.94E+02;2.48E+02;0.537;1.89;04:09.9;150.9
237.25;1.247;1.59E+02;49.94;300;20;2.96E+02;2.49E+02;0.538;1.85;04:10.0;151
237.22;1.236;1.58E+02;49.94;300;20;2.93E+02;2.47E+02;0.538;1.87;04:10.1;151.1
237.22;1.26;1.61E+02;49.939;300;20;2.99E+02;2.52E+02;0.537;1.86;04:10.2;151.2
237.21;1.234;1.57E+02;49.939;300;20;2.93E+02;2.47E+02;0.538;1.83;04:10.3;151.3
237.23;1.236;1.57E+02;49.938;300;20;2.93E+02;2.47E+02;0.537;1.84;04:10.4;151.4
237.22;1.247;1.59E+02;49.938;300;20;2.96E+02;2.50E+02;0.537;1.84;04:10.5;151.5
237.24;1.229;1.56E+02;49.938;300;20;2.92E+02;2.46E+02;0.536;1.85;04:10.6;151.6
237.24;1.239;1.58E+02;49.939;300;20;2.94E+02;2.48E+02;0.538;1.87;04:10.7;151.7
237.25;1.231;1.57E+02;49.939;300;20;2.92E+02;2.46E+02;0.538;1.84;04:10.8;151.8
237.27;1.234;1.57E+02;49.938;300;20;2.93E+02;2.47E+02;0.537;1.89;04:10.9;151.9
237.3;1.243;1.59E+02;49.939;300;20;2.95E+02;2.49E+02;0.538;1.82;04:11.0;152
237.3;1.226;1.56E+02;49.939;300;20;2.91E+02;2.45E+02;0.537;1.82;04:11.1;152.1
237.28;1.233;1.57E+02;49.939;300;20;2.93E+02;2.47E+02;0.537;1.85;04:11.2;152.2
237.25;1.214;1.55E+02;49.939;300;20;2.88E+02;2.43E+02;0.537;1.84;04:11.3;152.3
237.35;0.886;1.13E+02;49.94;300;20;2.10E+02;1.77E+02;0.539;1.84;04:11.4;152.4
237.35;0.775;9.94E+01;49.939;300;20;1.84E+02;1.55E+02;0.541;1.84;04:11.5;152.5
237.36;0.756;9.71E+01;49.938;300;20;1.80E+02;1.51E+02;0.541;1.81;04:11.6;152.6
237.36;0.732;9.38E+01;49.938;300;20;1.74E+02;1.46E+02;0.54;1.88;04:11.7;152.7
237.37;0.758;9.74E+01;49.939;300;20;1.80E+02;1.51E+02;0.541;1.81;04:11.8;152.8
237.35;0.747;9.59E+01;49.938;300;20;1.77E+02;1.49E+02;0.54;1.79;04:11.9;152.9
237.36;0.753;9.67E+01;49.937;300;20;1.79E+02;1.50E+02;0.541;1.82;04:12.0;153
237.39;0.748;9.60E+01;49.938;300;20;1.78E+02;1.49E+02;0.541;1.79;04:12.1;153.1
237.37;0.745;9.55E+01;49.938;300;20;1.77E+02;1.49E+02;0.54;1.81;04:12.2;153.2
237.25;0.73;9.34E+01;49.938;300;20;1.73E+02;1.46E+02;0.539;1.82;04:12.3;153.3
237.28;0.76;9.71E+01;49.939;300;20;1.80E+02;1.52E+02;0.539;1.81;04:12.4;153.4
237.24;0.835;1.06E+02;49.94;300;20;1.98E+02;1.68E+02;0.532;1.82;04:12.5;153.5
237.17;1.249;1.59E+02;49.941;300;20;2.96E+02;2.50E+02;0.536;1.84;04:12.6;153.6
237.19;1.201;1.53E+02;49.941;300;20;2.85E+02;2.40E+02;0.536;1.84;04:12.7;153.7
237.21;1.223;1.56E+02;49.94;300;20;2.90E+02;2.45E+02;0.536;1.84;04:12.8;153.8
237.22;1.213;1.54E+02;49.94;300;20;2.88E+02;2.43E+02;0.536;1.85;04:12.9;153.9
237.17;1.201;1.52E+02;49.941;300;20;2.85E+02;2.41E+02;0.535;1.86;04:13.0;154
237.24;1.217;1.55E+02;49.941;300;20;2.89E+02;2.44E+02;0.537;1.83;04:13.1;154.1
237.2;1.198;1.52E+02;49.94;300;20;2.84E+02;2.40E+02;0.536;1.87;04:13.2;154.2
237.2;1.217;1.55E+02;49.941;300;20;2.89E+02;2.43E+02;0.537;1.84;04:13.3;154.3
237.22;1.216;1.55E+02;49.941;300;20;2.89E+02;2.43E+02;0.538;1.83;04:13.4;154.4
237.14;1.23;1.57E+02;49.941;300;20;2.92E+02;2.46E+02;0.537;1.88;04:13.5;154.5
237.19;1.227;1.56E+02;49.941;300;20;2.91E+02;2.46E+02;0.537;1.83;04:13.6;154.6
237.2;1.209;1.54E+02;49.94;300;20;2.87E+02;2.42E+02;0.535;1.86;04:13.7;154.7
237.18;1.234;1.57E+02;49.941;300;20;2.93E+02;2.47E+02;0.537;1.84;04:13.8;154.8
237.17;1.216;1.55E+02;49.942;300;20;2.88E+02;2.43E+02;0.536;1.82;04:13.9;154.9
237.17;1.221;1.56E+02;49.941;300;20;2.90E+02;2.44E+02;0.537;1.92;04:14.0;155
237.19;1.232;1.57E+02;49.942;300;20;2.92E+02;2.47E+02;0.536;1.83;04:14.1;155.1
237.2;1.235;1.57E+02;49.942;300;20;2.93E+02;2.48E+02;0.535;1.82;04:14.2;155.2
237.13;1.221;1.55E+02;49.942;300;20;2.90E+02;2.45E+02;0.535;1.84;04:14.3;155.3
237.17;1.24;1.58E+02;49.942;300;20;2.94E+02;2.48E+02;0.536;1.83;04:14.4;155.4
237.13;1.211;1.54E+02;49.943;300;20;2.87E+02;2.43E+02;0.535;1.82;04:14.5;155.5
237.11;1.229;1.56E+02;49.943;300;20;2.91E+02;2.46E+02;0.535;1.85;04:14.6;155.6
237.21;0.836;1.05E+02;49.943;300;20;1.98E+02;1.68E+02;0.531;1.8;04:14.7;155.7
237.13;1.267;1.61E+02;49.942;300;20;3.00E+02;2.54E+02;0.535;1.87;04:14.8;155.8
237.15;1.242;1.58E+02;49.943;300;20;2.95E+02;2.49E+02;0.535;1.84;04:14.9;155.9
237.15;1.232;1.57E+02;49.944;300;20;2.92E+02;2.47E+02;0.535;1.84;04:15.0;156
237.14;1.226;1.56E+02;49.943;300;20;2.91E+02;2.45E+02;0.536;1.85;04:15.1;156.1
237.15;1.247;1.59E+02;49.943;300;20;2.96E+02;2.50E+02;0.536;1.84;04:15.2;156.2
237.14;1.232;1.57E+02;49.944;300;20;2.92E+02;2.47E+02;0.537;1.85;04:15.3;156.3
237.12;1.226;1.56E+02;49.943;300;20;2.91E+02;2.45E+02;0.537;1.84;04:15.4;156.4
237.13;1.222;1.56E+02;49.943;300;20;2.90E+02;2.44E+02;0.537;1.84;04:15.5;156.5
237.09;1.233;1.57E+02;49.943;300;20;2.92E+02;2.47E+02;0.537;1.82;04:15.6;156.6
237.16;1.245;1.59E+02;49.944;300;20;2.95E+02;2.49E+02;0.537;1.87;04:15.7;156.7
237.18;1.234;1.57E+02;49.946;300;20;2.93E+02;2.47E+02;0.538;1.85;04:15.8;156.8
237.17;1.236;1.58E+02;49.946;300;20;2.93E+02;2.47E+02;0.537;1.85;04:15.9;156.9
237.18;1.229;1.57E+02;49.946;300;20;2.92E+02;2.46E+02;0.538;1.84;04:16.0;157
237.19;1.233;1.57E+02;49.947;300;20;2.93E+02;2.47E+02;0.538;1.84;04:16.1;157.1
237.19;1.233;1.57E+02;49.949;300;20;2.92E+02;2.47E+02;0.538;1.82;04:16.2;157.2
237.12;1.241;1.58E+02;49.95;300;20;2.94E+02;2.48E+02;0.536;1.84;04:16.3;157.3
237.22;1.242;1.58E+02;49.95;300;20;2.95E+02;2.49E+02;0.537;1.83;04:16.4;157.4
237.18;1.219;1.55E+02;49.95;300;20;2.89E+02;2.44E+02;0.537;1.85;04:16.5;157.5
237.16;1.239;1.58E+02;49.951;300;20;2.94E+02;2.48E+02;0.537;1.85;04:16.6;157.6
237.21;1.239;1.58E+02;49.952;300;20;2.94E+02;2.48E+02;0.536;1.86;04:16.7;157.7
237.18;1.254;1.60E+02;49.952;300;20;2.98E+02;2.51E+02;0.537;1.84;04:16.8;157.8
237.27;0.963;1.22E+02;49.952;300;20;2.28E+02;1.93E+02;0.534;1.81;04:16.9;157.9
237.27;0.784;1.00E+02;49.951;300;20;1.86E+02;1.57E+02;0.539;1.8;04:17.0;158
237.32;0.762;9.73E+01;49.951;300;20;1.81E+02;1.52E+02;0.539;1.8;04:17.1;158.1
237.31;0.753;9.62E+01;49.949;300;20;1.79E+02;1.51E+02;0.538;1.8;04:17.2;158.2
237.31;0.745;9.53E+01;49.949;300;20;1.77E+02;1.49E+02;0.539;1.81;04:17.3;158.3
237.32;0.755;9.66E+01;49.95;300;20;1.79E+02;1.51E+02;0.539;1.81;04:17.4;158.4
237.32;0.744;9.52E+01;49.951;300;20;1.77E+02;1.49E+02;0.539;1.79;04:17.5;158.5
237.34;0.76;9.71E+01;49.951;300;20;1.80E+02;1.52E+02;0.539;1.81;04:17.6;158.6
237.32;0.732;9.36E+01;49.95;300;20;1.74E+02;1.46E+02;0.539;1.8;04:17.7;158.7
237.34;0.759;9.70E+01;49.95;300;20;1.80E+02;1.52E+02;0.539;1.82;04:17.8;158.8
237.34;0.74;9.46E+01;49.95;300;20;1.76E+02;1.48E+02;0.539;1.81;04:17.9;158.9
237.36;0.792;1.01E+02;49.95;300;20;1.88E+02;1.59E+02;0.536;1.81;04:18.0;159
237.26;1.234;1.56E+02;49.95;300;20;2.93E+02;2.48E+02;0.533;1.86;04:18.1;159.1
237.27;1.215;1.55E+02;49.951;300;20;2.88E+02;2.44E+02;0.536;1.85;04:18.2;159.2
